Partition;RecId;DefaultDimension;Seconds;TermRegStartRecID;TermRegStopRecID;Worker;WorkerPilot;AbsencePayQty;ActOprID;BreakTime;BreakTolerance;CorrStartDate;CorrStartTime;CorrStopDate;CorrStopTime;CostAbsence;CostBreak;CostFactor;CostFlexAdd;CostFlexSub;CostNormTime;CostOverTime;CostPayAdd;CostPayAddManual;ErrorCause;HourPrice;JobFinished;JobId;JobIDAbs;JobPayType;JobRef;JobRefType;JobType;JourRegType;Module;OnCallActivity;OprNum;PieceRatePayCostTypeMin;PieceRatePayMinRate;PieceRatePayRate;ProfileDate;ProjCategory;ProjEmplTransId;QtyError;QtyGood;QtyStartup;RouteJobType;SecondsOnReg;SecondsOnTrans;StampType;StampTypeSpec;StartDate;StartTime;StopDate;StopTime;SysErrorSpecification;SysQtyError;SysQtyGood;SysQtyStartup;TermStart;TermStop;TransId;Voucher;WorkflowStatus;WrkCtrId;WrkCtrIdPilot;dataAreaId;recVersion;
5.637.144.576;5.638.409.373;5.637.170.828;831;5.638.513.055;5.638.513.056;5.637.145.375;5.637.144.586;0,00;405;0;0;13-03-2018;00:07:50;13-03-2018;00:29:15;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310868;;Timepris;524821;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;1.285;1.285;Job;Arbejdstid;13-03-2018;00:07:50;13-03-2018;00:29:15;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;12;;;1404;;dol;1;
5.637.144.576;5.638.409.300;5.637.170.828;17;5.638.513.077;5.638.513.078;5.637.144.586;0;0,00;405;0;0;13-03-2018;00:57:26;13-03-2018;00:57:43;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310868;;Timepris;524821;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;1,00;0,00;Proces;17;17;Job;Arbejdstid;13-03-2018;00:57:26;13-03-2018;00:57:43;;0,00;1,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;13;;;1404;;dol;1;
5.637.144.576;5.638.409.372;5.637.170.828;453;5.638.513.050;5.638.513.051;5.637.145.375;5.637.144.586;0,00;405;0;0;13-03-2018;00:07:50;13-03-2018;00:29:15;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310884;;Timepris;524823;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;10;1.285;Job;Arbejdstid;13-03-2018;00:07:50;13-03-2018;00:08:00;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;12;;;1404;;dol;1;
5.637.144.576;5.638.409.371;5.637.170.828;1969;5.638.513.045;5.638.513.046;5.637.145.375;5.637.144.586;0,00;405;0;0;12-03-2018;23:02:11;13-03-2018;00:07:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310884;;Timepris;524823;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;3.939;3.939;Job;Arbejdstid;12-03-2018;23:02:11;13-03-2018;00:07:50;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;11;;;1404;;dol;1;
5.637.144.576;5.638.409.297;5.637.170.828;453;5.638.513.048;5.638.513.049;5.637.144.586;0;0,00;405;0;0;13-03-2018;00:07:50;13-03-2018;00:29:15;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310884;;Timepris;524823;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;48,00;0,00;Proces;10;1.285;Job;Arbejdstid;13-03-2018;00:07:50;13-03-2018;00:08:00;;0,00;48,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;11;;;1404;;dol;1;
5.637.144.576;5.638.409.296;5.637.170.828;1969;5.638.513.033;5.638.513.044;5.637.144.586;0;0,00;405;0;0;12-03-2018;23:02:11;13-03-2018;00:07:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310884;;Timepris;524823;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;3.939;3.939;Job;Arbejdstid;12-03-2018;23:02:11;13-03-2018;00:07:50;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;10;;;1404;;dol;1;
5.637.144.576;5.638.409.295;5.637.170.828;1969;5.638.513.034;5.638.513.035;5.637.144.586;0;0,00;405;0;0;12-03-2018;23:02:11;13-03-2018;00:07:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310897;;Timepris;524824;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;48,00;0,00;Proces;7;3.939;Job;Arbejdstid;12-03-2018;23:02:11;12-03-2018;23:02:18;;0,00;48,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;10;;;1404;;dol;1;
5.637.144.576;5.638.409.369;5.637.170.828;673;5.638.513.031;5.638.513.032;5.637.145.375;5.637.144.586;0,00;405;0;0;12-03-2018;22:32:39;12-03-2018;23:02:11;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310897;;Timepris;524824;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;1.772;1.772;Job;Arbejdstid;12-03-2018;22:32:39;12-03-2018;23:02:11;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;10;;;1404;;dol;1;
5.637.144.576;5.638.409.370;5.637.170.828;1969;5.638.513.036;5.638.513.037;5.637.145.375;5.637.144.586;0,00;405;0;0;12-03-2018;23:02:11;13-03-2018;00:07:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310897;;Timepris;524824;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;7;3.939;Job;Arbejdstid;12-03-2018;23:02:11;12-03-2018;23:02:18;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;11;;;1404;;dol;1;
5.637.144.576;5.638.409.294;5.637.170.828;673;5.638.513.025;5.638.513.030;5.637.144.586;0;0,00;405;0;0;12-03-2018;22:32:39;12-03-2018;23:02:11;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310897;;Timepris;524824;Proces;Forkalkulation;Proces;Produktion;;30;;0,00;0,00;12-03-2018;;;;;0,00;Proces;1.772;1.772;Job;Arbejdstid;12-03-2018;22:32:39;12-03-2018;23:02:11;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;9;;;1404;;dol;1;
5.637.144.576;5.638.410.950;5.637.170.828;2110;5.638.513.181;5.638.513.182;5.637.184.327;5.637.145.365;0,00;405;0;0;13-03-2018;10:11:10;13-03-2018;10:46:20;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310912;;Timepris;524825;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;13-03-2018;;;;;0,00;Proces;2.110;2.110;Job;Arbejdstid;13-03-2018;10:11:10;13-03-2018;10:46:20;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;8;;;1404;;dol;1;
5.637.144.576;5.638.410.750;5.637.170.828;8739;5.638.513.136;5.638.513.180;5.637.145.365;0;0,00;405;0;0;13-03-2018;08:00:41;13-03-2018;10:46:20;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310912;;Timepris;524825;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;13-03-2018;;;;104,00;0,00;Proces;8.739;8.739;Job;Arbejdstid;13-03-2018;08:00:41;13-03-2018;10:46:20;;0,00;104,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;3;;;1404;;dol;1;
5.637.144.576;5.638.411.052;5.637.170.828;168;5.638.513.140;5.638.513.141;5.637.145.373;5.637.145.365;0,00;405;0;0;13-03-2018;08:00:41;13-03-2018;08:03:29;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310912;;Timepris;524825;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;13-03-2018;;;;;0,00;Proces;168;168;Job;Arbejdstid;13-03-2018;08:00:41;13-03-2018;08:03:29;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;5;;;1404;;dol;1;
5.637.144.576;5.638.410.945;5.637.170.828;3918;5.638.515.520;5.638.515.521;5.637.184.327;5.637.145.365;0,00;405;0;0;13-03-2018;08:00:41;13-03-2018;09:25:59;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;310912;;Timepris;524825;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;13-03-2018;;;;;0,00;Proces;3.918;3.918;Job;Arbejdstid;13-03-2018;08:00:41;13-03-2018;09:25:59;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;4;;;1404;;dol;1;
5.637.144.576;5.638.409.842;5.637.170.828;92;5.638.514.205;5.638.514.214;5.637.145.370;0;0,00;405;0;0;12-03-2018;12:00:50;12-03-2018;12:32:43;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310917;;Timepris;524826;Proces;Forkalkulation;Proces;Produktion;;10;;0,00;0,00;12-03-2018;;;;1,00;0,00;Proces;463;463;Job;Arbejdstid;12-03-2018;12:00:50;12-03-2018;12:32:43;;0,00;1,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;6;;;1405;;dol;1;
5.637.144.576;5.638.409.843;5.637.170.828;185;5.638.514.206;5.638.514.215;5.637.145.370;0;0,00;405;0;0;12-03-2018;12:00:50;12-03-2018;12:32:43;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310919;;Timepris;524827;Proces;Forkalkulation;Proces;Produktion;;10;;0,00;0,00;12-03-2018;;;;2,00;0,00;Proces;463;463;Job;Arbejdstid;12-03-2018;12:00:50;12-03-2018;12:32:43;;0,00;2,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;6;;;1405;;dol;1;
5.637.144.576;5.638.409.844;5.637.170.828;185;5.638.514.207;5.638.514.216;5.637.145.370;0;0,00;405;0;0;12-03-2018;12:00:50;12-03-2018;12:32:43;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310921;;Timepris;524828;Proces;Forkalkulation;Proces;Produktion;;10;;0,00;0,00;12-03-2018;;;;2,00;0,00;Proces;463;463;Job;Arbejdstid;12-03-2018;12:00:50;12-03-2018;12:32:43;;0,00;2,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;6;;;1405;;dol;1;
5.637.144.576;5.638.405.590;5.637.153.590;3969;5.638.509.059;5.638.509.072;5.637.145.365;0;0,00;405;0;0;07-03-2018;08:37:19;07-03-2018;10:03:28;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310969;;Timepris;524842;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;07-03-2018;;;;60,00;0,00;Proces;3.969;3.969;Job;Arbejdstid;07-03-2018;08:37:19;07-03-2018;10:03:28;;0,00;60,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;3;;;1404;;dol;1;
5.637.144.576;5.638.405.595;5.637.153.590;9796;5.638.509.113;5.638.509.150;5.637.145.365;0;0,00;405;0;0;07-03-2018;11:10:07;07-03-2018;14:18:23;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310982;;Timepris;524843;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;07-03-2018;;;;60,00;0,00;Proces;9.796;9.796;Job;Arbejdstid;07-03-2018;11:10:07;07-03-2018;14:18:23;;0,00;60,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;6;;;1404;;dol;1;
5.637.144.576;5.638.405.594;5.637.153.590;3374;5.638.509.079;5.638.509.112;5.637.145.365;0;0,00;405;0;0;07-03-2018;10:13:53;07-03-2018;11:10:07;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;310995;;Timepris;524844;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;07-03-2018;;;;48,00;0,00;Proces;3.374;3.374;Job;Arbejdstid;07-03-2018;10:13:53;07-03-2018;11:10:07;;0,00;48,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;5;;;1404;;dol;1;
5.637.144.576;5.638.405.596;5.637.153.590;2459;5.638.509.151;5.638.509.160;5.637.145.365;0;0,00;405;0;0;07-03-2018;14:18:23;07-03-2018;14:59:22;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311008;;Timepris;524845;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;07-03-2018;;;;48,00;0,00;Proces;2.459;2.459;Job;Arbejdstid;07-03-2018;14:18:23;07-03-2018;14:59:22;;0,00;48,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;7;;;1404;;dol;1;
5.637.144.576;5.638.413.739;5.637.153.590;4095;5.638.517.043;5.638.517.055;5.637.145.365;0;0,00;405;0;0;16-03-2018;09:44:30;16-03-2018;10:52:45;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311021;;Timepris;524846;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;16-03-2018;;;;72,00;0,00;Proces;4.095;4.095;Job;Arbejdstid;16-03-2018;09:44:30;16-03-2018;10:52:45;;0,00;72,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;4;;;1404;;dol;1;
5.637.144.576;5.638.399.775;5.637.149.835;97;5.638.502.703;5.638.502.704;5.637.144.586;0;0,00;405;0;0;28-02-2018;19:58:42;28-02-2018;20:00:19;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311068;;Timepris;524859;Proces;Normal;Proces;Produktion;;60;;0,00;0,00;28-02-2018;;;;;0,00;Proces;97;97;Job;Arbejdstid;28-02-2018;19:58:42;28-02-2018;20:00:19;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;5;;;1405;;dol;1;
5.637.144.576;5.638.399.075;5.637.149.835;5928;5.638.504.139;5.638.504.152;5.637.149.827;0;0,00;405;0;0;28-02-2018;19:20:49;28-02-2018;20:59:37;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311068;;Timepris;524859;Proces;Normal;Proces;Produktion;;60;;0,00;0,00;28-02-2018;;;;48,00;0,00;Proces;5.928;5.928;Job;Arbejdstid;28-02-2018;19:20:49;28-02-2018;20:59:37;;0,00;48,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;9;;;1405;;dol;1;
5.637.144.576;5.638.400.052;5.637.149.835;2445;5.638.504.767;5.638.504.776;5.637.145.376;0;0,00;405;0;0;01-03-2018;21:59:42;01-03-2018;22:40:27;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311088;;Timepris;524861;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;01-03-2018;;;;50,00;0,00;Proces;2.445;2.445;Job;Arbejdstid;01-03-2018;21:59:42;01-03-2018;22:40:27;;0,00;50,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;7;;;1405;;dol;1;
5.637.144.576;5.638.400.054;5.637.149.835;3;5.638.504.777;5.638.504.780;5.637.145.376;0;0,00;405;0;0;01-03-2018;22:41:05;01-03-2018;22:41:16;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311090;;Timepris;524861;Proces;Forkalkulation;Proces;Produktion;;50;;0,00;0,00;01-03-2018;;;;;0,00;Proces;11;11;Job;Arbejdstid;01-03-2018;22:41:05;01-03-2018;22:41:16;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;8;;;1405;;dol;1;
5.637.144.576;5.638.400.055;5.637.149.835;3;5.638.504.778;5.638.504.781;5.637.145.376;0;0,00;405;0;0;01-03-2018;22:41:05;01-03-2018;22:41:16;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311092;;Timepris;524861;Proces;Forkalkulation;Proces;Produktion;;60;;0,00;0,00;01-03-2018;;;;;0,00;Proces;11;11;Job;Arbejdstid;01-03-2018;22:41:05;01-03-2018;22:41:16;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;8;;;1405;;dol;1;
5.637.144.576;5.638.400.056;5.637.149.835;3;5.638.504.779;5.638.504.782;5.637.145.376;0;0,00;405;0;0;01-03-2018;22:41:05;01-03-2018;22:41:16;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311094;;Timepris;524861;Proces;Forkalkulation;Proces;Produktion;;70;;0,00;0,00;01-03-2018;;;;;0,00;Proces;11;11;Job;Arbejdstid;01-03-2018;22:41:05;01-03-2018;22:41:16;;0,00;0,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;8;;;1405;;dol;1;
5.637.144.576;5.638.400.051;5.637.149.835;2468;5.638.504.761;5.638.504.766;5.637.145.376;0;0,00;405;0;0;01-03-2018;20:58:34;01-03-2018;21:59:42;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311090;;Timepris;524861;Proces;Normal;Proces;Produktion;;50;;0,00;0,00;01-03-2018;;;;50,00;0,00;Proces;2.468;2.468;Job;Arbejdstid;01-03-2018;20:58:34;01-03-2018;21:59:42;;0,00;50,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;6;;;1405;;dol;1;
5.637.144.576;5.638.400.050;5.637.149.835;2436;5.638.504.754;5.638.504.760;5.637.145.376;0;0,00;405;0;0;01-03-2018;20:17:58;01-03-2018;20:58:34;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311092;;Timepris;524861;Proces;Normal;Proces;Produktion;;60;;0,00;0,00;01-03-2018;;;;50,00;0,00;Proces;2.436;2.436;Job;Arbejdstid;01-03-2018;20:17:58;01-03-2018;20:58:34;;0,00;50,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;5;;;1405;;dol;1;
5.637.144.576;5.638.400.049;5.637.149.835;2942;5.638.504.727;5.638.504.753;5.637.145.376;0;0,00;405;0;0;01-03-2018;19:28:56;01-03-2018;20:17:58;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311094;;Timepris;524861;Proces;Normal;Proces;Produktion;;70;;0,00;0,00;01-03-2018;;;;50,00;0,00;Proces;2.942;2.942;Job;Arbejdstid;01-03-2018;19:28:56;01-03-2018;20:17:58;;0,00;50,00;0,00;DOLLE-RDSH1;DOLLE-RDSH1;4;;;1405;;dol;1;
5.637.144.576;5.638.403.787;5.637.149.835;3684;5.638.508.293;5.638.508.328;5.637.144.583;0;0,00;405;0;0;06-03-2018;13:22:13;06-03-2018;14:23:37;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311116;;Timepris;524863;Proces;Normal;Proces;Produktion;;30;;0,00;0,00;06-03-2018;;;;48,00;0,00;Proces;3.684;3.684;Job;Arbejdstid;06-03-2018;13:22:13;06-03-2018;14:23:37;;0,00;48,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;9;;;1405;;dol;1;
5.637.144.576;5.638.409.293;5.637.149.835;1098;5.638.513.026;5.638.513.027;5.637.144.586;0;0,00;405;0;0;12-03-2018;22:32:39;12-03-2018;23:02:11;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311131;;Timepris;524865;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;12-03-2018;;;;64,00;0,00;Proces;11;1.772;Job;Arbejdstid;12-03-2018;22:32:39;12-03-2018;22:32:50;;0,00;64,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;9;;;1404;;dol;1;
5.637.144.576;5.638.409.367;5.637.149.835;2151;5.638.513.023;5.638.513.024;5.637.145.375;5.637.144.586;0,00;405;0;0;12-03-2018;20:42:59;12-03-2018;22:32:39;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311131;;Timepris;524865;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;12-03-2018;;;;;0,00;Proces;5.380;5.380;Job;Arbejdstid;12-03-2018;20:42:59;12-03-2018;22:32:39;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;9;;;1404;;dol;1;
5.637.144.576;5.638.409.292;5.637.149.835;2151;5.638.513.006;5.638.513.022;5.637.144.586;0;0,00;405;0;0;12-03-2018;20:42:59;12-03-2018;22:32:39;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311131;;Timepris;524865;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;12-03-2018;;;;;0,00;Proces;5.380;5.380;Job;Arbejdstid;12-03-2018;20:42:59;12-03-2018;22:32:39;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;8;;;1404;;dol;1;
5.637.144.576;5.638.409.368;5.637.149.835;1098;5.638.513.028;5.638.513.029;5.637.145.375;5.637.144.586;0,00;405;0;0;12-03-2018;22:32:39;12-03-2018;23:02:11;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311131;;Timepris;524865;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;12-03-2018;;;;;0,00;Proces;11;1.772;Job;Arbejdstid;12-03-2018;22:32:39;12-03-2018;22:32:50;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;10;;;1404;;dol;1;
5.637.144.576;5.638.409.832;5.637.149.835;3769;5.638.512.812;5.638.512.838;5.637.145.365;0;0,00;405;0;0;12-03-2018;09:46:24;12-03-2018;10:49:13;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311142;;Timepris;524866;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;12-03-2018;;;;64,00;0,00;Proces;3.769;3.769;Job;Arbejdstid;12-03-2018;09:46:24;12-03-2018;10:49:13;;0,00;64,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;3;;;1404;;dol;1;
5.637.144.576;5.638.403.471;5.637.149.835;4041;5.638.508.908;5.638.508.916;5.637.144.586;0;0,00;405;0;0;06-03-2018;19:53:35;06-03-2018;21:28:29;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311153;;Timepris;524867;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;06-03-2018;;;;;0,00;Proces;5.694;5.694;Job;Arbejdstid;06-03-2018;19:53:35;06-03-2018;21:28:29;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;6;;;1404;;dol;1;
5.637.144.576;5.638.403.472;5.637.149.835;3704;5.638.508.917;5.638.508.919;5.637.144.586;0;0,00;405;0;0;06-03-2018;21:28:29;07-03-2018;00:29:16;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311153;;Timepris;524867;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;06-03-2018;;;;96,00;0,00;Proces;6;9.647;Job;Arbejdstid;06-03-2018;21:28:29;06-03-2018;21:28:35;;0,00;96,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;7;;;1404;;dol;1;
5.637.144.576;5.638.404.694;5.637.149.835;3343;5.638.509.274;5.638.509.278;5.637.144.586;0;0,00;405;0;0;07-03-2018;23:29:59;08-03-2018;02:05:18;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311164;;Timepris;524868;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;07-03-2018;;;;96,00;0,00;Proces;1.421;9.319;Job;Arbejdstid;07-03-2018;23:29:59;07-03-2018;23:53:40;;0,00;96,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;7;;;1404;;dol;1;
5.637.144.576;5.638.404.690;5.637.149.835;2906;5.638.509.256;5.638.509.269;5.637.144.586;0;0,00;405;0;0;07-03-2018;21:59:23;07-03-2018;23:29:59;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311164;;Timepris;524868;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;07-03-2018;;;;;0,00;Proces;5.436;5.436;Job;Arbejdstid;07-03-2018;21:59:23;07-03-2018;23:29:59;;0,00;0,00;0,00;DOLLE-RDSH2;DOLLE-RDSH2;6;;;1404;;dol;1;
5.637.144.576;5.638.404.772;5.637.149.835;3526;5.638.510.009;5.638.510.010;5.637.149.076;5.637.144.586;0,00;405;0;0;07-03-2018;22:18:07;07-03-2018;23:23:58;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311164;;Timepris;524868;Proces;Forkalkulation;Proces;Produktion;;40;;0,00;0,00;07-03-2018;;;;;0,00;Proces;3.951;3.951;Job;Arbejdstid;07-03-2018;22:18:07;07-03-2018;23:23:58;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;16;;;1404;;dol;1;
5.637.144.576;5.638.409.841;5.637.149.835;1097;5.638.514.194;5.638.514.204;5.637.145.370;0;0,00;405;0;0;12-03-2018;11:41:43;12-03-2018;12:00:50;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311267;;Timepris;524920;Proces;Normal;Proces;Produktion;;60;;0,00;0,00;12-03-2018;;;;40,00;0,00;Proces;1.097;1.097;Job;Arbejdstid;12-03-2018;11:41:43;12-03-2018;12:00:50;;0,00;40,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;5;;;1405;;dol;1;
5.637.144.576;5.638.409.839;5.637.149.835;4360;5.638.514.147;5.638.514.170;5.637.145.370;0;0,00;405;0;0;12-03-2018;08:53:51;12-03-2018;10:26:31;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311267;;Timepris;524920;Proces;Normal;Proces;Produktion;;60;;0,00;0,00;12-03-2018;;;;;0,00;Proces;4.360;4.360;Job;Arbejdstid;12-03-2018;08:53:51;12-03-2018;10:26:31;;0,00;0,00;0,00;DOLLE-RDSH3;DOLLE-RDSH3;3;;;1405;;dol;1;
5.637.144.576;5.638.410.751;5.637.149.835;3339;5.638.513.183;5.638.513.211;5.637.145.365;0;0,00;405;0;0;13-03-2018;10:46:20;13-03-2018;11:41:59;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Ja;311278;;Timepris;524921;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;13-03-2018;;;;64,00;0,00;Proces;3.339;3.339;Job;Arbejdstid;13-03-2018;10:46:20;13-03-2018;11:41:59;;0,00;64,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;4;;;1404;;dol;1;
5.637.144.576;5.638.411.063;5.637.149.835;17;5.638.513.214;5.638.513.215;5.637.145.373;5.637.145.365;0,00;405;0;0;13-03-2018;11:41:42;13-03-2018;11:41:59;0,00;0,00;1,00;0,00;0,00;305,00;0,00;0,00;0,00;;305,00;Nej;311278;;Timepris;524921;Proces;Normal;Proces;Produktion;;40;;0,00;0,00;13-03-2018;;;;;0,00;Proces;17;17;Job;Arbejdstid;13-03-2018;11:41:42;13-03-2018;11:41:59;;0,00;0,00;0,00;DOLLE-RDSH4;DOLLE-RDSH4;16;;;1404;;dol;1;
